text,labels
hivi unasomea nini.... manake uwezo wako wa ufahamu umenishtua...,[5]
Kuna umri flani ukifikia kama kijana ni vyema utafute binti mmoja mtengeneze chemistry yenu mjengane kimaisha katika misingi ya uwazi,[0]
matangazo ya nguvu za kiume yameathiri saikolojia za wafanyabiashara wengi.,[0]
chakula cha jioni kilikuwa kizuri kwa kweli . Nimekula hadi nikahisi kuvimbiwa.,[1]
Anasema mzee Plumpton anakasirika. ,[2]
Hivi nyie mnawaume kweli? Mwwnye mke kati ya hawa polee,"[4, 5]"
ugomvi wa watu wazima tafadhalini jamani musiwaingize watoto,[4]
Roho mtakatifu aendelee kukupigania kama anavyowapigania wana wa Israeli.,[0]
 serikali yenyewe inakiri kuwepo na changamoto ya upumuaji ambayo wewe huwezi kudefine nikitu gani hiyo upo tu kuendekeza mahaba yako.,[4]
Mmhhh Yani Nime ogopa mpaka najisikia niheri Ninge baki tumboni Kwa Mama ,[6]
Story imepangwa vizur sana,[1]
Miimi ndiye niliyefanya hivyo ?,[5]
nlichogundua wanao mlaumu huyu dogo wamesoma kichwa cha habari na hawajaskiliza stori kamali,[4]
Kahawa? Mimi sipendi kabisa mambo ya ajabu aina hiyo.,[4]
Jamaa kanishangaza sana.,[5]
 Ndio hivo Arusha hakuna kitu Unakuta Pisi Kali lkn Miguu shida Mimi ulevi wangu mguu wa mwanamke kwanza mengine baadae,[4]
"Hakuna asiependa ndoa yake jaman, ila inafika mahali unachukua maamz magum, inauma!!!!",[3]
Kweli? Mimi sikukubaliana . Hii Star Wars episode ilikuwa ni ya ajabu !,[5]
Nakupenda sana mama Allah akusimamie kwa kila hatua na unaweza ma sha Allah nimefurai sana kuwa rais mwanamke kwa tzd Allah ndio mpangaji wa kila jambo utuongoze salama in sha Allah ameen yalab akusimamie???????????????,[1]
SIDHANI KAMA WATZ TUTAKUWA TUMETENDEWA HAKI.?,[4]
"Hata wazungu wenyewe wanategemea watu wengine waweze ku-survive, hivyo Magu aendelee tu kuwapa za uso..",[1]
Hakuna Majungu Mzee..........i just gave the leads.........wanaofuatilia hili suala.....hizo informations zitawasaidia kujua Mrema ni nani...........na ndio maana tuko hapa Mkuu,[4]
Daa mpk huruma nyie wachaga acheni roho mbaya jmn mazingira mbon magumu mno hayo daa hata km nikwa wazazi wake ndio ndugu msimsaidie huo upuuz roho mbaya kupitiliza,[4]
Pia alikuwa na wasiwasi. ,[6]
Za asubuhi. Uko poa?,[1]
Hasira na mshangao usoni mwake zikatoa kitu kama huruma. ,[5]
ACHA KUAMINI AMINI HANA MAAMBUKIZI. Mwili hauna Vipuri.,[4]
kaz kweli kweli hao watu. Wapo wengi usipokuwa makini utapigwa kweli,[2]
Lakini mnada ni mlipuko ! Na mimi si hata aliiambia wewe sehemu bora bado !,[1]
Usinifokee Mburula wewe.,[2]
Malaya mkubwa wewe. Wanaume wote ??,[2]
"Alipokuwa akiachilia hasira yake, alihisi upendo wake kwa mke wake wa zamani, na kulia kwa talaka yao. ",[3]
Kukiwa na giza totoro namna hii huwa kuna wanyama wanazurura barabarani na hatari ikiwa utakutana nao,[6]
"Nilikuwa nikitetemeka sana siku zile, nilikuwa nikiwaona kama vijana wa kutisha sana. ",[6]
Wiki iliendelea nilipata message zaidi na zaidi kutoka nyumbani kuniambia nimalize mpango huo na kurudi nyumbani mapema. ,[3]
Wahudumu wa huu mgahawa wana dharau sana,[2]
 Kwahiyo akitoa taarifa vifo vinapungua au? Acha uzwazwa,"[2, 5]"
Nawaombea Watanzania wote wenye mapenzi mema kwa Rais Magufuli Mungu azidi kuwapa nguvu na uvumilivu Poleni sana sana.....Naumia sana,[3]
Kufuata Sheria Za Barabarani Na Kuzingatia Vibao vyote vinavyoonyesha Alama Za Barabarani hii itasaidia kupunguza ajali kwa Kiasi Fulani.,[0]
"Ugonjwa wake wa mwisho ulikuwa mkali zaidi, na madaktari wake walishangaa. ",[5]
Sikuwahi kua kwenye maumivu kama haya kabla ,[3]
mzee mjinga kweli huyu. Anazeeka vibaya kweli.,[2]
Tanzania ni kama nyama ya Tembo na kwa sisi wawindaji anayekula Maini ya Tembo ni mwenye kisu tena kikali.,"[3, 4]"
Kwa hivyo ikiwa mume mwenye hasira alikatamka maneno hayo mara tatu kwa joto la wakati huo talaka ilikuwa ya kudumu na haiwezi kurudishwa nyuma. ,[2]
Umeme ukitaka lake leseni hiyo haina uwezo wa kuzuia labda kama itabandikwa fire extinguisher.,[4]
hata kama hilo ni kosa kwa mujibu wa taratibu zao bado adhabu ya MIEZI 6 haielezeki kwa hali ya kawaida.?,[4]
Hivi ni nani mmemwajibisha kwa vifo vya kidhalimu wakati wa UCHAGUZI 2020?,[5]
"Marwa ,nina furaha wewe umekuja nyumbani . Mimi nina hofu . Mimi sikujua nini cha kufanya !",[6]
Yeah ni mbaya sana ... lakini kwa kweli nadhani najua nini cha kufanya .,[3]
ukoje wewe!!ukaruka kupitia dirishani!,[5]
"mapema tena nimeamka kuna mengi ya kufanya - lakini jua limechomoza, hurrah!",[1]
?yaan siku mbili izo unaona sabaya ndo binadamu kuliko walionyanyasika wakati woote wa uongozi wake,[5]
" Sio salama huko ndani; naogopa isingekufaa wewe kuliko wale wengine, na hutatoka tena.",[6]
"Na ninajua ni shida kwako, lakini unaweza kufanya nini? """,[3]
Waheshimiwa msaidieni huyu mzee tumetokanae mbali jamani.,[3]
Yaani mtu unaumwa afu mke wako anakwambia ukifa una hasara gani! Huyu anaweza kukuwekea sumu kabisa!,[2]
"wewe umesepa ukatumikie ubelgiji, lakini acha waliopo tz wawatumikie watanzania, achaporojo",[4]
Walindaji wa umoja wanaweza kuwa walihuzunika juu ya kupotea kwa wanyamapori lakini haikuw makosa yao,[3]
Migogoro haitatuliwi kwa kukataza watu kutoizungumzia,"[2, 4]"
"Japokuwa babu yake alimsisitiza kupambana na hofu, alijikuta akitetemeka mwenyewe.?",[6]
"Mimi siwez mpendwa, unawezaje kumvumilia",[5]
Alijiona ameshushwa na kudhalilishwa. ,[4]
"Umesikia? ""... ili waache woga"". Wanahamasisha watu kwa njia ya kaole",[6]
Usikasirike. ,"[2, 6]"
"Katika maisha yake yote, ingawa Ken angeweza kuwa mgumu na mkaidi lakini alikuwa mtu wa kupendwa na kila mtu",[1]
wengine hapa tunalia kwa kilichotokea na wewe unaleta jokes hapa!,[4]
Siwezi kuamini hilo ??nimeflash chooni !,[5]
?Hii ndio sababu kubwa imenisukuna niandike ushauri wangu huu.,[0]
chakula kilikuwa kali . Mimi siwezi kula kwingine kabisa. Una uhakika hawataki sahani nyingine ?,[1]
Kwani ninyi kutaja Tarehe ya magazeti ya siku husika huwa ni zambi kwenu?,[4]
"Bwana Mitterrand anaonekana kufurahi sana, kwamba Wanajamaa wengine wanashangaa ikiwa mwishowe amepata waziri mkuu wa ndoto zake. ",[1]
Lakini yote sikujali niliamua kufunga safari na kuelekea kwa Bibi kijijini.,[0]
"Baada ya kufungiwa mirija yake ya kupiga rushwa aliyozoea, hasira zimemjaa na kuanza kutukana watu.",[4]
"Eti unawaomba Watanzania wote,Fala kweli hili ",[2]
Bora hawajarambishwa... Bodaboda wana mshikamano sana,[1]
" Katika saa hiyo adhimu  mtoto alizaliwa kwao, maneno ya sala na sifa yalitoka kwa mioyo yao iliyofurika",[1]
" Kama hutachukua hatua za mapema, maambukizi huweza kusababisha kifo ",[3]
"Naam, nimeangalia sinema ya kutisha usiku wa jana. Nimekuwa na hofu ya kifo .",[6]
Upumbavu huo waongo nyinyi wajinga.,[2]
"Yule dc alietukana tuliza matoka aliponaje kwamfano mbele ya bodaboda????????????, au Bajaj na bodaboda Wana roho tofauti",[5]
Walikaribishwa kwenye dhehebu lingine na kubatizwa. ,[1]
Wamiliki wengi wa dimbwi wanafurahi. ,[1]
Mtangazo menge mnazngua,[4]
kweli kwenyemiti hapanawajenzi,[5]
Mzee huyo alikuwa akitembea kwa miguu alipogongwa siku ya Ijumaa jioni. ,[3]
"Nachukia kuona wabunge wanacheka,kama yanafurahisha",[4]
mimi si  mtoto tena nimekua naweza kujiamulia!,[2]
Anawezaje kusema maneno kama hayo kwa mama yangu mpendwa,[4]
"Wewe una laana unawakimbia wazazi wako, mapambano yanaendelea huku umekimbiaa",[4]
daima nitakumbuka siku zangu za maisha ya chuo .,[1]
Acheni kulazimisha watu kitu wasichokitaka.,[4]
Acha mambo ya mzaha sasa sisi tufanyaje kwanza we nani unatangaza hivo hivi emesahau we sio meya,"[4, 5]"
"Ajali zinasababishwa na mambo mengi sana ikiwemo ~Mwendokasi Wa dereva, Ulevi Kwa madereva. ",[4]
Misumari ikawa duni. ,[3]
Chadema wnasema haki mbona Mnasema mmeshinda hiyo nihaki? Wengine bendera fata upepo hamna lolote ccm itashinda tena kwa kishindo,"[2, 5]"
"Hata kulala kama vile alivyokuwa, McLeish alidharauliwa. ",[1]
palikuwa pako na utulivu lakini wanyama wamekuwa tishio la watu hapa ,[6]
"Huu ni ukweli mtupu, bado hatujaelimika tunahitaji kuelimika",[0]
"mtoto wa kiume una maneno kama demu, kama huna kazi njoo tukuajiri",[4]
huna lolote,[2]
"Walionekana kuwa na wasiwasi na wanasita kuondoka, kana kwamba hawakujua mwelekeo wowote wa kuufuata. ",[6]
Anayesumbua ni nani??,[5]
" ""Ha! Unafanya nini sasa?"" ",[2]
Ninashangaa sana mpaka sasa watuhumiwa bado wanaendelea na ubunge,[5]
tungepata vichwa kama hivi kumi mchi hingenyoka sana saluti kwako halima,[1]
Wakina tundulisu mko wengi pole Sana baba angu mungu ni Mwema atawalaani mpaka mwisho wa maisha yao,"[3, 4]"
Nilikuwa na huzuni na pia nilidharau kidogo. ,[3]
"Pambana na watu wako huko huko kwa wapenda mashoga, sisi tuachie nchi yetu.",[4]
mi nimesoma kidogo imani za kibuda na hata zile five prisets(sheria)/misingi yao,[0]
 Tutamnyooshea kidole aliyetudanganya na kupotosha na kupelekea vifo - tena kaa ukijua hilo mapema! ,[2]
"Nakuomba uondoke tafadhali, tuwie radhi lakini ni muda wa kufunga ofisi .",[3]
Wanasayansi mko wapi kujibu na kumsaidia kiongozi anayeongoza kwa aibu tanzania?,"[2, 4]"
Chezea Magu wewe ni moto wa kuotea mbali,[1]
Wizara ya Afya imetoa ufafanuzi wa kina kuhusu masuala mbalimbali yahusuyo chanjo ya COVID-19.,[0]
Kumekucha,[0]
"Amefia mikononi mwetu, ilikuwa usiku wa manane ",[6]
"Moja ya matangazo hayo manne ni ya bima, mbili tahadhari ya wagonjwa wanaohangaika na huduma fulani inayotolewa na wakili wa serikali. ",[6]
Japo Vifo Ni vingi ila tushukuru cc wazima. Tuchkue tahadhari na tuombe Mungu atunusuru na hili janga,[6]
Mungu wetu ulie mbinguni jina lako litukuzwe ameen.,[0]
"Unataka kuwa mwanasiasa nyumbani kwangu, ukome kabisa",[4]
"Tangu kuzuka kwa kile kinachosemwa wimbi jipya la maambukizi ya virusi vya corona, kumeshudiwa taasisi mbalimbali zikitoa waraka wa tahadhari ",[0]
Mama ni chapombe..akilewa anakuwa wa ovyo Hadi aibu,[4]
"ROSTAM, nawakubali sana kaka zangu. Full 100% ujumbe, 0% matusi. Serikali ilitakiwa kuchukua wimbo huu na kuutumia kwaajili ya campaign ya Covid19.",[1]
Nitaenda nikawasikilize mana najua namna walivyo wasumbufu na wasio na shukrani,[4]
Nafahamu ni wapi pa kuweka kadi yangu ! Hadi mashine inaniona mimi ni mjinga!!..,[2]
"I lazima ifanyike, kwa aibu sana; una hakika kuulizwa wakati unarudi ikiwa umeona kila kitu, na uwezekano mkubwa utaambiwa kwamba umeacha kuona kile ambacho kilikuwa bora kutazamwa na wote.",[4]
Wanawake wanamaudhi sana siku hizi,[3]
Uhakika! wewe unajisikia kama kuwa na nini?,[1]
Kwa nini mimi daima ndo mtu wa mwisho kujua mambo haya ?,[5]
Binafsi niliziba jino tangu 2005.,[0]
"Binafsi natamani asirudi bungeni na akirudi asiwe spika, hafai hiyo nafasi",[4]
"Mkuu , itabidi nichukue moja.",[1]
"Ndiyo , mimi nina radhi sana . Nimekuwa tu got tiketi mbili kuona Olimpiki sherehe za ufunguzi .",[1]
"Chatu mkubwa sana ameonekana eneo hili, yaaannn n hatarii mnoooo mana watoto wetu mda mwingi wako nje huko wanacheza wenyeewe",[6]
Hayo maneno ya mtoto wa mkulima yanaonyesha kukurupuka.,[4]
vifo nchini inazidi kuongezeka na nchi za nje zikiwaonya raia wao kuhusu kuja Tanzania. ,[3]
"ni kukiuka haki za binadamu. Kumbuka ambaye hata ajiriwa kwa ajili babake, mamake, au dadake alishaajiriwa kama mchaga atakuwa hatendewi haki.","[3, 4]"
najihisi kama mjinga .,[3]
"Poleni kwa wafiwaIa Ila mbona hamjaandika,, hakuna chanzo cha vifo? ","[3, 5]"
Walioko madarakani wakiamua kuiba wataiba tu kwa kutumia hiyo tume ambayo wameiweka wenyewe.,[4]
"Alikuwa mtu mwenye kuridhika kwa kuwa alikuwa na mke mzuri, shamba lililofanikiwa huko Upper Caversham maili nne kutoka soko la kusoma, alikuwa na msimu mzuri na siku iliyofanikiwa kifedha",[1]
Ninasikitika sana. Mungu amlaze pema peponi.,[3]
nahisi hatari na mpweke,[6]
Hawataki tutibiwe kwa bima maana wanabiashara zao hao pesa watazikosa wakitoa elimu huo ndo ukweli mama,[4]
nawathubutisha mje mnikamate na mimi kwa kuwatukana,[4]
Urafiki/mahusiano ni gharama sana. Hakikisha unayatunza ili yalete tija.,[0]
Familia nyingi zitakabiliwa na mapigo ya moyo kabla ya Krismasi. ,[3]
Hivi hii inakaaje mana mi nafaham unapokua na bibi kama yule hamwezi kufanya?chochote,[5]
Huyo mzee amekaa kinafki sana,[4]
Bwana ametoa na bwana ametwaa jina lake lihimidiwe,[3]
Jamani jamani uwiiii,[4]
Waandishi ving??ang??anizi sana kuhoji watu,[4]
Pumzika kwa amani Raisi wangu,[3]
"Usilete hisia, nenda pale kawasemeshe kizungu utakuja kuniambia.?",[4]
Peter alikuwa kimya muda wote akitafakari kifo cha jirani  yao,[3]
Chalii za arachuga nazipenda????????????????,[1]
Sasa dawa ya nini wakati hakuna wagonjwa!,[5]
wakuu hii imekaa vibaya inastahili kukemewa na wahusika wakawajibishwa sanjari na kurudisha hizo pesa za umma.?,[4]
Ni wajinga kupitiliza.?,[2]
"Kwa kawaida hii inaweza kushinikiza kiwango cha moyo wake lakini kwa mapigo yake tayari ya mbio kwa sababu ya ulevi, densi na msisimko wa jumla kuongezeka sio dhahiri kama kawaida. ",[1]
Muongo huyu domo zege anampaisha kakaake,[4]
huyu ndugu anatiwa moyo na matumaini kuona kwetu mambo yanaendelea kama kawaida..sasa sisi badala ya kushuhudia kwamba ni kweli sisi tunamjia juu na kumponda tuwe na hekima ya kufahamu jinsi ya kuwasiliana mitandaoni.,[4]
nimekuwa navyo vya kutosha  !,[4]
Huyu mama mbona hotuba yake inajikita sana kuwatetea  watu wa mataifa ya nje,"[4, 5]"
Louise alifurahi sana. ,[1]
Kweli kabisaa..? Unaipenda,[5]
"Hii tabia ya kupunguza mwendo barabarani, ili kuangalia ajali ana tukio polite like, ilitoka wapi? ",[5]
Kuweka rekodi ya vifo haita saidia Kama tutaacha kuelimishana na kutahadharishana juu ya athari ya janga lililopo.,[4]
Walioona mizinga ya pombe tujuane,[1]
"Nonsense, puuzi moja kubwa hilo","[2, 4]"
"Branson haikuandikiwa; kwa kweli, ilifanya changamoto nzuri.",[5]
"Hapo hapo siku zote nilikuwa nataka kuchukua furaha za upweke na za jamii katika hali zao mbaya, na kwa njia nyingine nilikuwa na huzuni. ",[3]
huku kujipendekeza kwa haya mashirika kwa Rais siku hizi kunayafanya hayo mashirika na watumishi wake waonekane wa hovyo sana.,[4]
Asante kwa kuja haraka .,[1]
Unakabiliana Vipi Na Tukio La Unapogundua Mpenzio Ana Mtoto Nje Ya Ndoa Au Mahusiano? ,"[2, 4]"
Kazi ?kazi gani??,[5]
"Ni furaha yangu, naweza kufanya nini kwa ajili yenu mjisie huru?",[1]
"hii nchi ni kama hatuna amir jesh mkuu, dharau zimezidi sasa",[4]
Tuna shida kama Taifa. hili limjamaa limalize muda wake liondoke. litaangamiza Taifa letu.,"[2, 4]"
nilijikuta na hisia za kukata tamaa ile asubuhi,[3]
Binadamu yeyote hupata ghadhabu na kufura hasira pale tuu unapomkosea heshima,[2]
"Kwa mujibu wa taarifa tunazopata kutoka kwa wananchi, Wanaume wanakufa zaidi na virusi vya korona kuliko wanawake.",[3]
`Nimefurahi. ,[1]
Sisi wa Madibira Iringa vijijini huku tunapataje huduma za TTCL?,[0]
Unashangaaga hadi na mdomo,[5]
"Kwa mfano, watu wenye umri wa miaka mingi walionekana ndio watangulizwe katika chanjo kumbe haikuwa thabiti kwa kinga yao hivyo kuwaua wote",[3]
Hahah ni mekupenda sana lema yaani,[1]
"Habari kama hizi hazina tija kwa taifa, chapa kazi kijana",[4]
Uzembe mwingi sana,[4]
Mungu tusamehe yaarab,[3]
Na kwa nini iwe ya bure wakati watu wametumia mamilioni kutafiti na hatimaye kuipata?,[5]
Nifanye nini mimi taabu hii iniondokee!,[3]
"hawa watu wamechukua takriban Dola Milioni 200, kwa hela hiyo kuna haja gani ya kung'ang'ania pasipoti ya Tanzania.",[4]
Samahani kwa kuharibu gari yako.,[3]
zari angetulia na huyu bwanake labda mambo yangekua mazuri tu..,[4]
nina maumivu makali ya meno nashindwa hata kulala usiku,[3]
Kwa kweli ni mambo magumu sana,[3]
"uliwahi kumuona mtoto wa Mbowe kashika bango? au uliwahi kumuona mke wa Myika, Mrema au Kibatala kashika bango anaandamana?!, jiongeze, tafuta maisha yako.",[4]
"njaa mbaya sanaa, inaweza kukufanya mtumwa",[4]
Kweli wewe ni mkufunzi! Nimekuelewa Babu.,[1]
"Siku mpya. Kuna mengi unakimbizana nayo. Kuna kipato hakijakaa sawa, kuna mgonjwa unauguza, kuna mahusiano yanakutatiza",[0]
Haji hana akili wala aibu,[4]
"Daaa huyu niga bwana ,",[1]
tuwaandalie maisha watoto wetu wasije kuwa chawa kama hii babalevo,[4]
Basi nilikasirika na nikatamani ningekuwa katika hali ya kumuonyesha jinsi inapaswa kufanywa. ,[2]
"Ilikuwa ni ibada kubwa sana, watu wengi walishiriki na maubiri yalimgusa kila mmoja hadi kanisa lote likaanza kutokwa na machozi",[3]
Wajumbe Si Watu Wazuri,[4]
Nilipata minyoo kwenye chakula na nilikuwa nimekula.,[4]
Hata kama kabla ya covid vifo vilikuwepo ila hivi vya sasa mmmhh,"[5, 6]"
"Ni pengo kubwa sana ambalo tumelipata katika tasnia hii ya uigizaji, tutamkumbuka daima",[3]
Unapenda kupanda milima,[1]
Huyu mdada anajua kujieleza sana sana.,[1]
"Tafuteni kazi mfanye, acheni kupenda mserereko",[2]
Basi wabunge wa CCM watakuwa ni mazuzu kweli.,[4]
Nimekusoma Vanessa ndiomaana kina gigymoney wanazidi kuwa machizi kumbe munastress,[5]
"Unasema hivyo kwa kuwa wewe una kazi ya mshahara. Hata ukiachwa unajitegemea, na mie je?",[4]
Napenda sana jinsi majeshi yetu yanavyotumika katika mambo ya msingi na ya kitaifa.,[1]
" Muda mfupi baadaye alifunga macho yake na akafa, akazikwa katika bustani",[3]
nakuchukia wewe,[2]
Mbwa alibweka usiku kucha kuashiria hali ya hatari??ndipo mama na wanae walipoanza kukimbia na kujificha kwa pamoja,[6]
"Ilikua mwaka 2007 kuna demu alituchanganya wanaume watatu na wote tunaishi mtaa mmoja,",[0]
"tutendelea kula nyasi wana JF, kwani bado tunaongea sana na kutoa majibu rahisi kwa maswali magumu.?",[3]
@kigogo2014 Hata kwenye mpirra upo mm nilijua siasa tuu,[5]
hiyo ilikuwa ni ndoto kweli !,[6]
Hakika wewe ni almasi ing'aayo gizani Mungu awe nawe,[1]
" ""Sasa maisha yanaanza tena,"" alisema, akifurahi katika jua na hewa safi.",[1]
Uswahilini Kuna vitukooooo na raha zake pia,[1]
" Sio hvyo mkuu, Ni presha. Alipata ajali ya nyumba yake kuungua na moto",[3]
Ataipata wapi?,[0]
"Chaumbea nae kashafika, kosea tuu habari zote zishafika","[4, 6]"
"Lakini ilikuwa tukio la kushtukiza, nilihisi mapigo ya moyoyakienda mbio kwa kuwa sikuwa najua kinachoendelea",[6]
"Mawazo ya kimasikini sana haya, toka kwa watu masikini.?",[4]
Hiyo sentence imefurahisha mno.,[1]
Lakini ilikuwa ni yeye aliyetudhalilisha,"[2, 4]"
unamwogopa yeye ni simba si mtu kama wengine,[6]
"Ndege ilipoanza kuruka angani, nilipata wasiwasi sana",[6]
Watu zaidi ya 60 wapoteza maisha katika ajali ya boti DRC ,[3]
Sote tulikuwa na huzuni ??. ,[3]
Yani alikosekana mtu wakuogelea kuwahi kuwatoa ndani ya gari jamani inauma sana uzembe gani huo,[3]
Abiria walionekana kutishwa. ,[6]
Alisimama alipoona sura ya hasira kwenye uso wake. ,[2]
"Tutokomeze aina zote za ukatili kwa watoto: ukatili wa kingono, vipigo, ajira za kinyonyaji, tuache kuwatumia watoto???€?",[2]
Umaarufu wangu unawaumiza wengine..,[5]
Ebu usinifanye nikupasue pasue saizi,[2]
Hywel alikuwa aking'aa wazimu. ,[2]
"Mungu awe mfariji wenu katika kipindi hiki cha majonzi, na Mungu ampe pumziko la amani",[3]
Hawa Viongozi Wa Chini na Makandarasi .... ni bure kabisa,"[2, 4]"
Hakanaga akiili hako kademu,[4]
Haya ndiyo madhara ya Katiba dhaifu. Katiba isiyoweza kumwajibisha mtawala.,"[2, 4]"
Mumsadie jaman huyo kijana atolewe,[3]
dunia iko online inakusikiliza sasa,[1]
Hili haliwezi kusubiri ! nahitaji msaada wako sasahivi tafadhali !,[6]
"Lazima nisome mana nikifeli sina nyumba ya kwendz kuingia, wazazi wangu ni atu wakali saana naogopa maamuzi wanayo weza kuchukua dhidi yanguu",[6]
Ripoti ya msingi wa Washington ilisema malkia huyo alitapeliwa.,[2]
Vita gani tena iyo jamani .mbona JWTZ hawasemi,[5]
Kama hujawahi kufa usiongelee mambo ya vifo,[2]
Matunda mengi yana manufaa lakini tango tunasema limetia fora.,[0]
kwanini hunitafuti na simu unayo hata kunijulia hali tu binti yangu,[3]
"Hakuna mtu aliniambia kuhusu hilo, kwa  hiyo dress code ndo imeharibifu picha ya kampuni?",[5]
kosa la mahakimu kuhumu bila ushahidi wa kutosha,[4]
inakera sana maana unakuta haki ya kushirikishwa unayo lakin hupati nafasi ya kutoa mawazo yako,[4]
Alifika pale akiwa na hasira mbaya sana.,[2]
Nimeachwa solemba,[0]
hongera sana mtendaji uliekuwa Kata ya Hasamba Mbozi.,[1]
Alisema mbele ya umati wa watu kuwa yeye alimpenda sana yule binti na yuko tayari kumuoa,[1]
Usiseme alishindwa kutetea bali alipokonywa kwa nguvu,[2]
Nasikitika kusema hili lakini inanaonekana kupoteza ufunguo wa salama .,[3]
"Hongera sana mkuu, hilo bati la gauge 32 hapo.....!!",[1]
"Wewe utakuwa unanitania, hauko serious",[5]
Oh !sipendi mvua sababu ya tope na mafuriko!,[4]
"Muamke kwenda wapi. Acha mawazo ya utopolo kipindi cha majonzi. Fanya toba kwa Muumba wako, unataka kumlaum mtu ili aje kukuvalisha barakoa.","[4, 5]"
Ala! Kumbe watoto wenu wanasoma huko China!! Kumbe mna haki ya kugonga meza!!!,[5]
We nae jinga kweli,[2]
"maswali ya msingi hayajibiwi, ni hasira na chuki tu zinaendelea. Hadi mwisho wake hili swala litaonekana kama ni la umbea na chuki binafsi.","[2, 4]"
"pole sana kwa mtihani mzito uliokukuta, usikate tamaa inshaAlah utafanikiwa.",[3]
" Mwishowe kamba ilifunguka na kwa mshtuko wa ghafla ilikaribia kung'oa meno yake, na ikamwangusha kwa nyuma.",[3]
"Ulichotuambia hapa, kinatupa wasiwasi mkubwa sana",[6]
 Ni asubuhi nzuri sana na hali ya hewa ni nzuri pia! Alisema Junior,[1]
Unadhani vita zinazoendelaa nani anaziendeleza?,[5]
Dunia unaelekea wapi sasa,[3]
Safi sana boda boda umoja ni nguvu utengano ni udhaifu????. Nimeipenda kauli mbiu alambi mtu????????bigap sana,[1]
Huyu anataka kufanya maigizo gani kwenye taifa hili?mbona masuala ya kitaifa yanafanywa ya chama.,"[4, 5]"
"Kufurahi, Lori alijigamba kwenye kiti chake. ",[1]
Kiboko ya nyumbu wazush ni babu hapendag ujinga,[1]
"Benki za Amerika, ambazo pia zilipotea sana, zilikasirika kwa kukataa kulipa fidia. ",[2]
@HildaNewton21: Ripoti mbalimbali ikiwemo ya LHRC 2019 zinaonesha bado watoto wameendelea kukumbana na vitendo vya ukatili hususani kati???€?,[3]
Safi Sana mzee magu,[1]
Mnafiki sana huyu dada,[4]
"Na ndani yake aliweka kiwango cha kushukuru, aligundua na hisia za kutokuwa na nguvu, lakini ili kuficha hisia zake aliongezea wazi, ""Wakati tuko hospitalini lazima tutembelee Stella. """,[3]
Watoto 2woga2 mkoani Mwanza wametajwa kufanyiwa matukio ya ukatili wa kingono katika kipindi cha Januari hadi Machi mwaka huu.,[4]
"Wanangu jifunzeni basi kuwa na adabu mbele za watu, napata aibu mimi",[3]
Huyu hana nyota ya pesa hata akienda huko ataendelea kuwa wa mchangani tu,[0]
"Utamwaminije msaliti, haiwezekani",[4]
"Pole sana ndugu, Kati ya vitu ambavyo mtu anatakiwa kuwa navyo ni ujasiri!?",[3]
"Za kitambo kirefu dada angu, nimewakumbuka nikasema lazima nije kuwasalimu",[1]
Wewe itakuwa dalali.....,[0]
Mama alikua na msisimko zaidi wakati anasikiliza hiyo simulizi. ,[1]
Niliamua kuwapa ruhusa ya kuendelea tuu ! Furahinii,[1]
Aliosha sakafu kabisa na akafurahiya. ,[1]
Utopo wameshawaachia nafasi michezo mitatu tayari,[0]
"Si sana, nimeshangaa kukuona hapa .",[5]
Kwanini Watu hawakubali kushindwa???,[5]
Hili ndio tamko zito? Anaetoa tamko wala hajitambui. Anaongelea matibabu kwenye virus?,"[2, 4, 5]"
"Hivi naomba kujua haki sawa ni hali ya wanaume kusuka na kuweka madawa vichwani au, nisaidieni",[5]
" Kwani nyie mnatakaje?,okay basi watu wote wanakufa kwa corona hata wale wa ajali walikuwa na Corona,eehe kwahyo ndo unasemaje?",[5]
Mbona unachanganya mada mkuu...,[4]
Mbowe anasemaje bado hajaita waandishi wa habari kutoa tamko?,[5]
mbali na hayo yote lakini nakupenda kwa uchapaji kazi wako na weledi kazini...safi sana unanifurahishaga mno,[1]
Kazi imempata mtu sahihi kwa wakati sahihi,[1]
Hizi pumba kazileta hapa makusudi ili ku divert attention,"[2, 4]"
Vip wale walionunua magari ya gharama kubwa kwa kutumia fedha za serikali wamefikia wapi?,[4]
"Ndiyo ,samahani . Tumechelewa amekosa basi .",[3]
Shukrani zangu za dhati zikuendee mpendwa wangu kwa sapoti kubwa unayonipa,[1]
Vipi hali ya maambukizi ikoje kwa nchi zilizoanza kutoa chanjo mapema? Hujapashwa bado??!!,[5]
"Alitabasamu, kana kwamba amefurahiya. ",[1]
kila unachofanya kina kasoro unanikasirsha sana,[2]
Unadhani wewe upo salama kuliko alivyokua Nape? Acha kauli za kejeli,[4]
"Binti yangu, haonekani. Sifahamu alipo",[3]
Fedheha !nikwambie tuu hakuna kitu umefanya ni kuhamia uchafu kutoka madirishani hadi chini,[2]
"Haaaaaaaa nimecheka Sana, mpeni kipindi Cha watoto kwenye TV, anafurahisha Sana",[1]
huwenda wanajua kinachoendelea haiwezekani wakae kimya,[5]
Hatuna la kusema sisi Binadamu tulieumbwa na Mwenyezi MUNGU.MUNGU ni Mwema siku zote yeye aliumbwa kwa Makusudi yake,[3]
Wewe ni shujaa wangu .,[1]
kwaiyo uyo mama apo ndo jambz au,[4]
ninayo jeuri ya kuchaguliwa na wwe .,[2]
